id,label,pathway,acc,uri
11dcf2c1-9bac-5acc-b0d2-4c098093320f,Kisspeptin/kisspeptin receptor system in the ovary WP4871,Kisspeptin/kisspeptin receptor system in the ovary,WP4871,https://www.wikipathways.org/index.php/Pathway:WP4871
d1d8d0ab-c955-5f37-a3bf-a9ac9bc098d8,Kit receptor signaling pathway WP304,Kit receptor signaling pathway,WP304,https://www.wikipathways.org/index.php/Pathway:WP304
fbb1edaa-5645-5060-b4b2-0301ac5a09b5,Kynurenine Pathway and links to Cellular Senescence WP5044,Kynurenine Pathway and links to Cellular Senescence,WP5044,https://www.wikipathways.org/index.php/Pathway:WP5044
e40909ff-ed83-5d06-a6d0-6e6d97b7d868,LDLRAD4 and what we know about it WP4904,LDLRAD4 and what we know about it,WP4904,https://www.wikipathways.org/index.php/Pathway:WP4904
95f78b86-cae5-5509-8234-f0086ef92d3e,Leptin and adiponectin WP3934,Leptin and adiponectin,WP3934,https://www.wikipathways.org/index.php/Pathway:WP3934
d864d01a-5be1-5469-8deb-aee077050fb1,Leptin Insulin Overlap WP3935,Leptin Insulin Overlap,WP3935,https://www.wikipathways.org/index.php/Pathway:WP3935
65db0969-af7f-56f3-827e-cb2a3ad683ae,Leptin signaling pathway WP2034,Leptin signaling pathway,WP2034,https://www.wikipathways.org/index.php/Pathway:WP2034
9776dc6e-d2f9-5650-a11b-2f7c6ed7cb84,let-7 inhibition of ES cell reprogramming WP3299,let-7 inhibition of ES cell reprogramming,WP3299,https://www.wikipathways.org/index.php/Pathway:WP3299
5d243d07-325d-5053-a4d4-456aa36a0bba,Linoleic acid metabolism known to be affected by coronavirus infection WP4853,Linoleic acid metabolism known to be affected by coronavirus infection,WP4853,https://www.wikipathways.org/index.php/Pathway:WP4853
97122ccb-26d6-5b3f-9973-2afc5ed2ef35,Lipid Metabolism Pathway WP3965,Lipid Metabolism Pathway,WP3965,https://www.wikipathways.org/index.php/Pathway:WP3965
df0d6498-b713-546c-9a52-603452a68151,Liver X receptor pathway WP2874,Liver X receptor pathway,WP2874,https://www.wikipathways.org/index.php/Pathway:WP2874
4448b5cb-9918-572c-af1b-54f0289eb36d,LncRNA involvement in canonical Wnt signaling and colorectal cancer WP4258,LncRNA involvement in canonical Wnt signaling and colorectal cancer,WP4258,https://www.wikipathways.org/index.php/Pathway:WP4258
34ba2c9c-5327-5b02-b0b0-0486a67ecba1,LncRNA-mediated mechanisms of therapeutic resistance WP3672,LncRNA-mediated mechanisms of therapeutic resistance,WP3672,https://www.wikipathways.org/index.php/Pathway:WP3672
4c8588cd-afa6-546e-b726-9dbef2feb78b,LTF danger signal response pathway WP4478,LTF danger signal response pathway,WP4478,https://www.wikipathways.org/index.php/Pathway:WP4478
a2252a48-d762-5551-b7fc-fad76e32c968,Lung fibrosis WP3624,Lung fibrosis,WP3624,https://www.wikipathways.org/index.php/Pathway:WP3624
6e52dc07-1ca9-57fc-9dd7-292b34b30fa9,Macrophage markers WP4146,Macrophage markers,WP4146,https://www.wikipathways.org/index.php/Pathway:WP4146
624243fb-2a9b-5e9f-ab4b-794e145a0be5,Major receptors targeted by epinephrine and norepinephrine WP4589,Major receptors targeted by epinephrine and norepinephrine,WP4589,https://www.wikipathways.org/index.php/Pathway:WP4589
f184aacc-965a-50b4-8547-44636c793046,Male infertility WP4673,Male infertility,WP4673,https://www.wikipathways.org/index.php/Pathway:WP4673
15da86ec-78e3-5ba7-bdbe-554a814d242a,Mammalian disorder of sexual development WP4842,Mammalian disorder of sexual development,WP4842,https://www.wikipathways.org/index.php/Pathway:WP4842
d16d16b1-9742-5335-9e4f-7762dadb215c,Mammary gland development pathway - Embryonic development (Stage 1 of 4) WP2813,Mammary gland development pathway - Embryonic development (Stage 1 of 4),WP2813,https://www.wikipathways.org/index.php/Pathway:WP2813
09bc3c64-2af7-5306-82b8-d47a10530d85,Mammary gland development pathway - Involution (Stage 4 of 4) WP2815,Mammary gland development pathway - Involution (Stage 4 of 4),WP2815,https://www.wikipathways.org/index.php/Pathway:WP2815
e68d3989-e737-51c8-a91f-6b94d924df0d,Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4) WP2817,Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4),WP2817,https://www.wikipathways.org/index.php/Pathway:WP2817
ee36697e-4d81-5eb6-9fb3-b72984dd59ff,Mammary gland development pathway - Puberty (Stage 2 of 4) WP2814,Mammary gland development pathway - Puberty (Stage 2 of 4),WP2814,https://www.wikipathways.org/index.php/Pathway:WP2814
039f21df-c1e4-564b-bbd1-d7265ab4c3b7,MAP3K1 role in promoting and blocking gonadal determination WP4872,MAP3K1 role in promoting and blocking gonadal determination,WP4872,https://www.wikipathways.org/index.php/Pathway:WP4872
c3f9b8a7-e324-526e-aa3d-84c644ea2262,MAPK and NFkB signaling pathways inhibited by Yersinia YopJ WP3849,MAPK and NFkB signaling pathways inhibited by Yersinia YopJ,WP3849,https://www.wikipathways.org/index.php/Pathway:WP3849
8265803a-8be2-5603-8a76-538c3eddff59,MAPK Cascade WP422,MAPK Cascade,WP422,https://www.wikipathways.org/index.php/Pathway:WP422
dce018dc-80d2-529c-be66-ace3c0a0085c,MAPK pathway in congenital thyroid cancer WP4928,MAPK pathway in congenital thyroid cancer,WP4928,https://www.wikipathways.org/index.php/Pathway:WP4928
e046d740-6592-50d7-8394-1969bb84ff36,MAPK Signaling Pathway WP382,MAPK Signaling Pathway,WP382,https://www.wikipathways.org/index.php/Pathway:WP382
d915af39-8747-53d8-bc74-539cb183a60f,Matrix Metalloproteinases WP129,Matrix Metalloproteinases,WP129,https://www.wikipathways.org/index.php/Pathway:WP129
d44b975e-af2c-5faf-a586-e596566ece28,mBDNF and proBDNF regulation of GABA neurotransmission WP4829,mBDNF and proBDNF regulation of GABA neurotransmission,WP4829,https://www.wikipathways.org/index.php/Pathway:WP4829
51df5283-2a7a-53bd-926b-597458561d08,Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms WP4534,Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms,WP4534,https://www.wikipathways.org/index.php/Pathway:WP4534
3ad0038c-cf98-5a18-9de3-b9ad1cb60bfc,MECP2 and Associated Rett Syndrome WP3584,MECP2 and Associated Rett Syndrome,WP3584,https://www.wikipathways.org/index.php/Pathway:WP3584
0c92691c-8250-537d-8935-d6c1a114c761,MED and Pseudoachondroplasia genes WP4789,MED and Pseudoachondroplasia genes,WP4789,https://www.wikipathways.org/index.php/Pathway:WP4789
49507fed-cbca-5591-9e97-56d2ca701e96,Melanoma WP4685,Melanoma,WP4685,https://www.wikipathways.org/index.php/Pathway:WP4685
74c9ef99-ea84-5c18-8799-8f3c9adf05ef,Melatonin metabolism and effects WP3298,Melatonin metabolism and effects,WP3298,https://www.wikipathways.org/index.php/Pathway:WP3298
fbf79e1a-9105-5406-8ff4-9532e98db311,Mesodermal commitment pathway WP2857,Mesodermal commitment pathway,WP2857,https://www.wikipathways.org/index.php/Pathway:WP2857
1048bce3-1606-5b7e-a43d-a1dba294b093,MET in type 1 papillary renal cell carcinoma WP4205,MET in type 1 papillary renal cell carcinoma,WP4205,https://www.wikipathways.org/index.php/Pathway:WP4205
b4e1aa30-4830-502b-a84b-1cf19fa07581,"Metabolic pathway of LDL, HDL and TG, including diseases WP4522","Metabolic pathway of LDL, HDL and TG, including diseases",WP4522,https://www.wikipathways.org/index.php/Pathway:WP4522
590a1d07-85dd-50c2-b9ea-225d4ec31eab,Metabolic reprogramming in colon cancer WP4290,Metabolic reprogramming in colon cancer,WP4290,https://www.wikipathways.org/index.php/Pathway:WP4290
6222881f-8ced-5514-bba7-1f6673a59afb,Metabolism of alpha-linolenic acid WP4586,Metabolism of alpha-linolenic acid,WP4586,https://www.wikipathways.org/index.php/Pathway:WP4586
278c6ac6-784e-5ff3-aa1c-604f5c704939,Metabolism of Spingolipids in ER and Golgi apparatus WP4142,Metabolism of Spingolipids in ER and Golgi apparatus,WP4142,https://www.wikipathways.org/index.php/Pathway:WP4142
b7ab9b7e-3599-5b6a-8f14-2817f5207004,Metapathway biotransformation Phase I and II WP702,Metapathway biotransformation Phase I and II,WP702,https://www.wikipathways.org/index.php/Pathway:WP702
4879a34f-2259-5119-bf67-190aced20de0,Metastatic brain tumor WP2249,Metastatic brain tumor,WP2249,https://www.wikipathways.org/index.php/Pathway:WP2249
b74baa35-fd01-5f68-8c0a-cdd116bb1f5d,Methionine De Novo and Salvage Pathway WP3580,Methionine De Novo and Salvage Pathway,WP3580,https://www.wikipathways.org/index.php/Pathway:WP3580
281f9b00-1411-569b-8ef4-a0f137e34dbb,Methionine metabolism leading to sulfur amino acids and related disorders WP4292,Methionine metabolism leading to sulfur amino acids and related disorders,WP4292,https://www.wikipathways.org/index.php/Pathway:WP4292
eef35285-59b1-5df5-98d3-1bc6ede36703,Methylation Pathways WP704,Methylation Pathways,WP704,https://www.wikipathways.org/index.php/Pathway:WP704
c67c479a-219a-5b0e-b988-c06d0a0219ac,Mevalonate arm of cholesterol biosynthesis pathway WP4190,Mevalonate arm of cholesterol biosynthesis pathway,WP4190,https://www.wikipathways.org/index.php/Pathway:WP4190
a8371d41-f652-5e4d-baac-70355b7c24a5,Mevalonate pathway WP3963,Mevalonate pathway,WP3963,https://www.wikipathways.org/index.php/Pathway:WP3963
dfcdf192-a746-5fa3-ba6b-f1d263943d53,MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement WP4560,MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement,WP4560,https://www.wikipathways.org/index.php/Pathway:WP4560
48e74108-f34d-598f-9445-80106fab6c4a,MFAP5-mediated ovarian cancer cell motility and invasiveness WP3301,MFAP5-mediated ovarian cancer cell motility and invasiveness,WP3301,https://www.wikipathways.org/index.php/Pathway:WP3301
d72e3737-a3a6-514a-9d73-828301c25d57,Microglia Pathogen Phagocytosis Pathway WP3937,Microglia Pathogen Phagocytosis Pathway,WP3937,https://www.wikipathways.org/index.php/Pathway:WP3937
2adb2800-b225-5b0d-8b38-a1a7d0167a67,MicroRNA for Targeting Cancer Growth and Vascularization in Glioblastoma WP3593,MicroRNA for Targeting Cancer Growth and Vascularization in Glioblastoma,WP3593,https://www.wikipathways.org/index.php/Pathway:WP3593
f05100ea-7e7c-5135-8ed9-a029004ee3ca,MicroRNAs in cardiomyocyte hypertrophy WP1544,MicroRNAs in cardiomyocyte hypertrophy,WP1544,https://www.wikipathways.org/index.php/Pathway:WP1544
9d0c0a61-f21b-55a1-8891-ebeeb93e6869,mir-124 predicted interactions with cell cycle and differentiation  WP3595,mir-124 predicted interactions with cell cycle and differentiation ,WP3595,https://www.wikipathways.org/index.php/Pathway:WP3595
1e852826-10cf-5c1d-a9fb-37438e663702,miR-509-3p alteration of YAP1/ECM axis WP3967,miR-509-3p alteration of YAP1/ECM axis,WP3967,https://www.wikipathways.org/index.php/Pathway:WP3967
a8238471-6998-547c-ac9b-4b8351122945,miR-517 relationship with ARCN1 and USP1 WP3596,miR-517 relationship with ARCN1 and USP1,WP3596,https://www.wikipathways.org/index.php/Pathway:WP3596
6dc0c51e-6e97-54ea-9d12-668216d2a67b,miRNA Biogenesis WP2338,miRNA Biogenesis,WP2338,https://www.wikipathways.org/index.php/Pathway:WP2338
decf7c49-df61-5a24-aec8-201d5c4fa482,miRNA regulation of DNA damage response WP1530,miRNA regulation of DNA damage response,WP1530,https://www.wikipathways.org/index.php/Pathway:WP1530
38e0d03e-a4e2-5a10-9a54-fda618d8a278,miRNA regulation of p53 pathway in prostate cancer WP3982,miRNA regulation of p53 pathway in prostate cancer,WP3982,https://www.wikipathways.org/index.php/Pathway:WP3982
de01d758-0db1-5bd5-ab5f-21da8ac4c125,miRNA regulation of prostate cancer signaling pathways WP3981,miRNA regulation of prostate cancer signaling pathways,WP3981,https://www.wikipathways.org/index.php/Pathway:WP3981
ca42dd82-a75d-500e-b1cd-5dd107659a76,miRNA targets in ECM and membrane receptors WP2911,miRNA targets in ECM and membrane receptors,WP2911,https://www.wikipathways.org/index.php/Pathway:WP2911
cc5e8149-e07d-5453-a29c-5f1b939ce4bd,miRNAs involved in DNA damage response WP1545,miRNAs involved in DNA damage response,WP1545,https://www.wikipathways.org/index.php/Pathway:WP1545
1b4df0d4-0d6d-5fd2-9305-d3b97041b069,miRNAs involvement in the immune response in sepsis WP4329,miRNAs involvement in the immune response in sepsis,WP4329,https://www.wikipathways.org/index.php/Pathway:WP4329
f27ab95b-d020-55aa-9671-fb93f370da33,Mitochondrial CII Assembly WP4920,Mitochondrial CII Assembly,WP4920,https://www.wikipathways.org/index.php/Pathway:WP4920
c6d9d9fd-e8f3-5202-81a4-888693d73039,Mitochondrial CIV Assembly WP4922,Mitochondrial CIV Assembly,WP4922,https://www.wikipathways.org/index.php/Pathway:WP4922
ee51a3e9-c642-524e-8175-107237cb4ad7,Mitochondrial complex I assembly model OXPHOS system WP4324,Mitochondrial complex I assembly model OXPHOS system,WP4324,https://www.wikipathways.org/index.php/Pathway:WP4324
c0ce4448-4e19-5333-b649-2ba886825123,Mitochondrial complex III assembly WP4921,Mitochondrial complex III assembly,WP4921,https://www.wikipathways.org/index.php/Pathway:WP4921
688c9550-f5ca-5dfe-9b42-f288e6772b7b,Mitochondrial fatty acid synthesis pathway WP4317,Mitochondrial fatty acid synthesis pathway,WP4317,https://www.wikipathways.org/index.php/Pathway:WP4317
e5c3ac88-5007-5b22-80a5-df1975ff15be,Mitochondrial Gene Expression WP391,Mitochondrial Gene Expression,WP391,https://www.wikipathways.org/index.php/Pathway:WP391
5dbfbd7e-48a2-518f-9edd-c402d94bb086,Mitochondrial LC-Fatty Acid Beta-Oxidation WP368,Mitochondrial LC-Fatty Acid Beta-Oxidation,WP368,https://www.wikipathways.org/index.php/Pathway:WP368
cdba7013-1c38-5d28-b465-76670ebd4d7b,Modulators of TCR signaling and T cell activation WP5072,Modulators of TCR signaling and T cell activation,WP5072,https://www.wikipathways.org/index.php/Pathway:WP5072
9cfcc1e1-f912-52e5-8cac-3676e5cfcf19,Molybdenum cofactor (Moco) biosynthesis WP4507,Molybdenum cofactor (Moco) biosynthesis,WP4507,https://www.wikipathways.org/index.php/Pathway:WP4507
da5c5a1e-e443-5703-a3ec-ce4d3fee321c,Monoamine GPCRs WP58,Monoamine GPCRs,WP58,https://www.wikipathways.org/index.php/Pathway:WP58
dde86001-9188-53e4-b6ea-2e543c2b4ce1,Monoamine Transport WP727,Monoamine Transport,WP727,https://www.wikipathways.org/index.php/Pathway:WP727
7a08ae27-db65-5371-9444-90104d953094,mRNA Processing WP411,mRNA Processing,WP411,https://www.wikipathways.org/index.php/Pathway:WP411
92503886-13c9-594c-b15c-6a3c45a1a751,MTHFR deficiency WP4288,MTHFR deficiency,WP4288,https://www.wikipathways.org/index.php/Pathway:WP4288
300851fd-5e68-58ed-82f6-66e32cda8290,Myometrial relaxation and contraction pathways WP289,Myometrial relaxation and contraction pathways,WP289,https://www.wikipathways.org/index.php/Pathway:WP289
e31df075-b2f6-5304-95d0-711f58d5e2a7,NAD Biosynthesis II (from tryptophan) WP2485,NAD Biosynthesis II (from tryptophan),WP2485,https://www.wikipathways.org/index.php/Pathway:WP2485
e646af1a-c4a0-548e-9802-b614860fe0d4,NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence WP5046,NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence,WP5046,https://www.wikipathways.org/index.php/Pathway:WP5046
e0140da8-e2f6-5f77-b6e4-85b908d0ef85,"NAD metabolism, sirtuins and aging WP3630","NAD metabolism, sirtuins and aging",WP3630,https://www.wikipathways.org/index.php/Pathway:WP3630
17112644-8522-501d-8cf3-c6d9106d93ac,NAD+ biosynthetic pathways WP3645,NAD+ biosynthetic pathways,WP3645,https://www.wikipathways.org/index.php/Pathway:WP3645
f04833e7-90ce-5063-805f-c2809a7e2485,NAD+ metabolism WP3644,NAD+ metabolism,WP3644,https://www.wikipathways.org/index.php/Pathway:WP3644
c540e77a-1ad9-5651-8384-6e5539c2ac04,Nanomaterial induced apoptosis WP2507,Nanomaterial induced apoptosis,WP2507,https://www.wikipathways.org/index.php/Pathway:WP2507
ad108fe2-eaae-588b-84ea-fe18347c9f5d,Nanomaterial-induced inflammasome activation WP3890,Nanomaterial-induced inflammasome activation,WP3890,https://www.wikipathways.org/index.php/Pathway:WP3890
1ea30a5f-299f-5659-8752-11c44db29666,Nanoparticle triggered autophagic cell death WP2509,Nanoparticle triggered autophagic cell death,WP2509,https://www.wikipathways.org/index.php/Pathway:WP2509
dfb30e48-c79e-53c5-81d5-5566c12e10c6,Nanoparticle triggered regulated necrosis WP2513,Nanoparticle triggered regulated necrosis,WP2513,https://www.wikipathways.org/index.php/Pathway:WP2513
6c306932-8c39-54c5-bdec-07eb8887ac42,Nanoparticle-mediated activation of receptor signaling WP2643,Nanoparticle-mediated activation of receptor signaling,WP2643,https://www.wikipathways.org/index.php/Pathway:WP2643
7f385aad-8770-52a3-adf0-4d8e933731b8,ncRNAs involved in STAT3 signaling in hepatocellular carcinoma WP4337,ncRNAs involved in STAT3 signaling in hepatocellular carcinoma,WP4337,https://www.wikipathways.org/index.php/Pathway:WP4337
bfe11c31-6527-5418-95e1-332412e6ca49,ncRNAs involved in Wnt signaling in hepatocellular carcinoma WP4336,ncRNAs involved in Wnt signaling in hepatocellular carcinoma,WP4336,https://www.wikipathways.org/index.php/Pathway:WP4336
9cbddf5e-e553-548b-b0ea-22dba3cef6db,Neovascularisation processes WP4331,Neovascularisation processes,WP4331,https://www.wikipathways.org/index.php/Pathway:WP4331
bdf361d6-88c1-58a7-b849-f1f7dd813ea3,Nephrogenesis WP5052,Nephrogenesis,WP5052,https://www.wikipathways.org/index.php/Pathway:WP5052
f9646e2c-dc64-521d-88b0-366db24a1e82,Nephrotic syndrome WP4758,Nephrotic syndrome,WP4758,https://www.wikipathways.org/index.php/Pathway:WP4758
3af37f7b-2b0b-5b31-bed0-1ff82ba2554c,Netrin-UNC5B signaling pathway WP4747,Netrin-UNC5B signaling pathway,WP4747,https://www.wikipathways.org/index.php/Pathway:WP4747
e491ca3b-08f6-5326-bc8f-0fc29144db92,Neural Crest Cell Migration during Development WP4564,Neural Crest Cell Migration during Development,WP4564,https://www.wikipathways.org/index.php/Pathway:WP4564
9269509e-e6da-50c9-82b3-e888ad150749,Neural Crest Cell Migration in Cancer WP4565,Neural Crest Cell Migration in Cancer,WP4565,https://www.wikipathways.org/index.php/Pathway:WP4565
c8320892-7985-5205-bcf7-b6039e5a091e,Neural Crest Differentiation WP2064,Neural Crest Differentiation,WP2064,https://www.wikipathways.org/index.php/Pathway:WP2064
c888f651-edfe-5782-b65f-a1d8c7e18d62,Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway WP4577,Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway,WP4577,https://www.wikipathways.org/index.php/Pathway:WP4577
bf37a2fc-f521-5799-b562-3c15263aa8a0,Neuroinflammation WP4919,Neuroinflammation,WP4919,https://www.wikipathways.org/index.php/Pathway:WP4919
6f9d768e-79d0-5304-8058-92250c02940b,Nicotine Activity on Dopaminergic Neurons WP1602,Nicotine Activity on Dopaminergic Neurons,WP1602,https://www.wikipathways.org/index.php/Pathway:WP1602
ed7577fa-174c-5ff1-a11f-0ba13e3bf817,Nicotine Metabolism WP1600,Nicotine Metabolism,WP1600,https://www.wikipathways.org/index.php/Pathway:WP1600
867a7d47-fc11-5c6c-8d94-265fba13a861,NLR Proteins WP288,NLR Proteins,WP288,https://www.wikipathways.org/index.php/Pathway:WP288
a8565451-41ab-5feb-b08e-2384fef98c99,NO metabolism in cystic fibrosis WP4947,NO metabolism in cystic fibrosis,WP4947,https://www.wikipathways.org/index.php/Pathway:WP4947
14a33585-1aaf-5279-9652-1c2b41e74de2,NO/cGMP/PKG mediated Neuroprotection WP4008,NO/cGMP/PKG mediated Neuroprotection,WP4008,https://www.wikipathways.org/index.php/Pathway:WP4008
47b9b57e-b7f4-5830-abf2-af9c205dbb71,"Non-genomic actions of 1,25 dihydroxyvitamin D3 WP4341","Non-genomic actions of 1,25 dihydroxyvitamin D3",WP4341,https://www.wikipathways.org/index.php/Pathway:WP4341
1bd5d66d-1f5a-5b60-bc25-aa8ee55790b1,Non-homologous end joining WP438,Non-homologous end joining,WP438,https://www.wikipathways.org/index.php/Pathway:WP438
b02eb843-694c-5d98-8275-afbc1b403fce,Non-small cell lung cancer WP4255,Non-small cell lung cancer,WP4255,https://www.wikipathways.org/index.php/Pathway:WP4255
c0a65174-446f-5e9a-9944-9680ad5de270,Nonalcoholic fatty liver disease WP4396,Nonalcoholic fatty liver disease,WP4396,https://www.wikipathways.org/index.php/Pathway:WP4396
53db87b7-4b41-593f-a3b1-a9b7b9ce18da,Notch Signaling Pathway Netpath WP61,Notch Signaling Pathway Netpath,WP61,https://www.wikipathways.org/index.php/Pathway:WP61
91a2bda9-91ba-5aaa-91f9-ec5037911a99,Notch Signaling WP268,Notch Signaling,WP268,https://www.wikipathways.org/index.php/Pathway:WP268
38aca381-6999-55a0-8f25-a628e3b50f46,NOTCH1 regulation of endothelial cell calcification WP3413,NOTCH1 regulation of endothelial cell calcification,WP3413,https://www.wikipathways.org/index.php/Pathway:WP3413
b198929e-7f54-5234-bf77-2a10e005f701,Novel intracellular components of RIG-I-like receptor (RLR) pathway WP3865,Novel intracellular components of RIG-I-like receptor (RLR) pathway,WP3865,https://www.wikipathways.org/index.php/Pathway:WP3865
02692578-d705-5a2c-9c2b-df374aff5e03,NRF2 pathway WP2884,NRF2 pathway,WP2884,https://www.wikipathways.org/index.php/Pathway:WP2884
a53f2c76-298b-59a4-adb5-9bfc16902451,NRF2-ARE regulation WP4357,NRF2-ARE regulation,WP4357,https://www.wikipathways.org/index.php/Pathway:WP4357
8591d933-f57b-53fa-a1eb-e1736461eea3,nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell WP5027,nsp1 from SARS-CoV-2 inhibits translation initiation in the host cell,WP5027,https://www.wikipathways.org/index.php/Pathway:WP5027
ae737298-5514-5365-885e-f23ee157ab2f,Nuclear Receptors in Lipid Metabolism and Toxicity WP299,Nuclear Receptors in Lipid Metabolism and Toxicity,WP299,https://www.wikipathways.org/index.php/Pathway:WP299
0ada7524-489b-55f7-ac54-02eb9e500b53,Nuclear Receptors Meta-Pathway WP2882,Nuclear Receptors Meta-Pathway,WP2882,https://www.wikipathways.org/index.php/Pathway:WP2882
67a8cc1e-ecda-56b3-9311-56d4375c3212,Nuclear receptors WP170,Nuclear receptors,WP170,https://www.wikipathways.org/index.php/Pathway:WP170
046705be-9f1b-5d70-9fa8-4f158015dd6f,Nucleotide Excision Repair WP4753,Nucleotide Excision Repair,WP4753,https://www.wikipathways.org/index.php/Pathway:WP4753
3d8905fb-bb34-540c-a46d-fca5f606aec0,Nucleotide GPCRs WP80,Nucleotide GPCRs,WP80,https://www.wikipathways.org/index.php/Pathway:WP80
a1339da8-09f0-5fcc-9017-7a83b68dab1e,Nucleotide metabolism WP404,Nucleotide metabolism,WP404,https://www.wikipathways.org/index.php/Pathway:WP404
e158059a-a383-5fac-b129-cbd177c59b6b,Nucleotide-binding Oligomerization Domain (NOD) pathway WP1433,Nucleotide-binding Oligomerization Domain (NOD) pathway,WP1433,https://www.wikipathways.org/index.php/Pathway:WP1433
289932be-c3f0-5174-9f28-f2a4c21b208e,"Oligodendrocyte specification and differentiation, leading to myelin components for CNS WP4304","Oligodendrocyte specification and differentiation, leading to myelin components for CNS",WP4304,https://www.wikipathways.org/index.php/Pathway:WP4304
b205ed77-bd8c-5270-a377-5677eb1722bc,Omega-3/Omega-6 FA synthesis WP4723,Omega-3/Omega-6 FA synthesis,WP4723,https://www.wikipathways.org/index.php/Pathway:WP4723
3a478ffc-b833-5db7-bb88-415c88fad3ea,Omega-9 FA synthesis WP4724,Omega-9 FA synthesis,WP4724,https://www.wikipathways.org/index.php/Pathway:WP4724
ad5411e6-d819-5018-8821-50e40d2c3576,Oncostatin M Signaling Pathway WP2374,Oncostatin M Signaling Pathway,WP2374,https://www.wikipathways.org/index.php/Pathway:WP2374
a60d98aa-3cd2-59e1-9c86-9369a055b6e5,One-carbon metabolism and related pathways WP3940,One-carbon metabolism and related pathways,WP3940,https://www.wikipathways.org/index.php/Pathway:WP3940
9195177e-14e7-5c6d-9c68-f61b7055baed,One-carbon metabolism WP241,One-carbon metabolism,WP241,https://www.wikipathways.org/index.php/Pathway:WP241
a4c45492-6040-5d07-9e06-51adfee1136b,Osteoblast differentiation WP4787,Osteoblast differentiation,WP4787,https://www.wikipathways.org/index.php/Pathway:WP4787
de5380ea-493a-5316-9d6f-98bb5a24ad73,Osteoblast Signaling WP322,Osteoblast Signaling,WP322,https://www.wikipathways.org/index.php/Pathway:WP322
a8bd40d2-ab27-5763-9dda-7aa13ef52963,Osteoclast Signaling WP12,Osteoclast Signaling,WP12,https://www.wikipathways.org/index.php/Pathway:WP12
c0fed6d8-d42f-5b23-8c8d-5d797ab0657b,Osteopontin Signaling WP1434,Osteopontin Signaling,WP1434,https://www.wikipathways.org/index.php/Pathway:WP1434
46a2ebb7-631b-5b77-9695-697d0b0ceeab,Ovarian infertility WP34,Ovarian infertility,WP34,https://www.wikipathways.org/index.php/Pathway:WP34
830fdcf8-c156-5d27-b01b-f2097cc4b445,Overview of interferons-mediated signaling pathway WP4558,Overview of interferons-mediated signaling pathway,WP4558,https://www.wikipathways.org/index.php/Pathway:WP4558
ac5a1d08-fda7-5615-b7b3-eaf9ba09c031,Overview of leukocyte-intrinsic Hippo pathway functions WP4542,Overview of leukocyte-intrinsic Hippo pathway functions,WP4542,https://www.wikipathways.org/index.php/Pathway:WP4542
44fe7bda-068a-527c-861a-44e8d6d5dfd0,Overview of nanoparticle effects WP3287,Overview of nanoparticle effects,WP3287,https://www.wikipathways.org/index.php/Pathway:WP3287
89458abd-8cab-5398-bb8a-1fe18b9508ed,Oxidation by Cytochrome P450 WP43,Oxidation by Cytochrome P450,WP43,https://www.wikipathways.org/index.php/Pathway:WP43
13a32d81-2b2f-52d6-9ce2-576006f2a2f5,Oxidative Damage WP3941,Oxidative Damage,WP3941,https://www.wikipathways.org/index.php/Pathway:WP3941
029bfe8e-e805-5278-80e4-b235ede869cf,Oxidative phosphorylation WP623,Oxidative phosphorylation,WP623,https://www.wikipathways.org/index.php/Pathway:WP623
f5b0e739-37ec-58db-a7c8-02672e3765e9,Oxidative Stress WP408,Oxidative Stress,WP408,https://www.wikipathways.org/index.php/Pathway:WP408
b406d875-d95b-5e88-9570-51ebf537fe69,Oxysterols derived from cholesterol WP4545,Oxysterols derived from cholesterol,WP4545,https://www.wikipathways.org/index.php/Pathway:WP4545
412c0b9a-5b75-5917-a699-d6ec7b902929,p38 MAPK Signaling Pathway WP400,p38 MAPK Signaling Pathway,WP400,https://www.wikipathways.org/index.php/Pathway:WP400
a4cd3d3b-cc5c-56aa-9e94-0e3cf8a97cd1,p53 transcriptional gene network WP4963,p53 transcriptional gene network,WP4963,https://www.wikipathways.org/index.php/Pathway:WP4963
01ff76f2-7b77-570a-9611-0d005e693df6,Pancreatic adenocarcinoma pathway WP4263,Pancreatic adenocarcinoma pathway,WP4263,https://www.wikipathways.org/index.php/Pathway:WP4263
e27df309-b075-52c2-8f65-c20daef7018b,Parkin-Ubiquitin Proteasomal System pathway WP2359,Parkin-Ubiquitin Proteasomal System pathway,WP2359,https://www.wikipathways.org/index.php/Pathway:WP2359
ab764538-1137-5054-bb62-4acc4e1baef8,Parkinson's disease pathway WP2371,Parkinson's disease pathway,WP2371,https://www.wikipathways.org/index.php/Pathway:WP2371
